State,Year,Quarter,District,Registered_User,App_Opens,Latitude,Longitude,Region
Assam,2022,4,Sonitpur,246327,12282291,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,4,Hojai,101076,5126769,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,4,Marigaon,138147,6304091,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,4,Chirang,57336,2868861,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,4,Cachar,269556,12466379,25.083333,92.916667,North-Eastern Region
Assam,2022,4,Nalbari,106762,4782164,25.083333,92.916667,North-Eastern Region
Assam,2022,4,West Karbi Anglong,20258,991480,25.083333,92.916667,North-Eastern Region
Assam,2022,4,Dhemaji,107602,5325778,27.5945155,94.71920979201424,North-Eastern Region
Assam,2022,4,Karimganj,141959,6787339,24.86648155,92.35121508187882,North-Eastern Region
Assam,2022,4,Bongaigaon,127238,6467548,24.86648155,92.35121508187882,North-Eastern Region
Assam,2022,4,Dima Hasao,37773,1908040,25.40036255,93.07522922678903,North-Eastern Region
Assam,2022,4,Baksa,118160,5908860,25.40036255,93.07522922678903,North-Eastern Region
Assam,2022,4,Charaideo,63748,2668891,25.40036255,93.07522922678903,North-Eastern Region
Assam,2022,4,Darrang,112770,6468559,26.75,92.5,North-Eastern Region
Assam,2022,4,Kamrup Metropolitan,897245,40938571,26.75,92.5,North-Eastern Region
Assam,2022,4,Hailakandi,90713,4724399,24.6827307,92.5622753,North-Eastern Region
Assam,2022,4,Barpeta,280479,15643110,24.6827307,92.5622753,North-Eastern Region
Assam,2022,4,Goalpara,145213,7184842,24.6827307,92.5622753,North-Eastern Region
